2876362217,TroncheBiais,friends,631,44275,316,14491,Fri Nov 14 12:44:54 +0000 2014,https://t.co/6RXF7isN9U,img/2876362217.jpg,
897090529,LumniFR,friends,936,16488,335,3553,Mon Oct 22 08:48:40 +0000 2012,https://t.co/YJDOrWwyT5,img/897090529.jpg,
832523827154448384,lalteregofr,friends,136,887,6,593,Fri Feb 17 09:35:22 +0000 2017,https://t.co/uno3c0Oypu,img/832523827154448384.jpg,France
726365373965152257,Nantes_Revoltee,friends,419,27302,159,7096,Sat Apr 30 10:59:35 +0000 2016,https://t.co/LukDTRrqWa,img/726365373965152257.jpg,Nantes  France
739734178665750528,RevueFarOuest,friends,688,1551,36,3807,Mon Jun 06 08:22:26 +0000 2016,https://t.co/UEB7YFzeG8,img/739734178665750528.jpg,Bordeaux  France
29947354,lamontagne_fr,friends,558,95037,941,112178,Thu Apr 09 08:26:37 +0000 2009,https://t.co/7f1Dh0QBPZ,img/29947354.png,FRANCE
1003998467235049472,GroupeEcomedia,friends,55,77,3,2617,Tue Jun 05 13:54:22 +0000 2018,,img/1003998467235049472.jpg,Cran-Gevrier  France
2428896439,37degresmag,friends,241,4156,87,4086,Sat Apr 05 13:13:17 +0000 2014,http://t.co/Xg3hoIw36U,img/2428896439.jpg,Tours
82104300,evasionfm,friends,546,1684,34,12336,Tue Oct 13 14:14:57 +0000 2009,http://t.co/J2jo6xcfAW,img/82104300.png,Ile-de-France  France
364513528,LeHuffPost,friends,2116,1143900,5345,201983,Mon Aug 29 22:08:05 +0000 2011,https://t.co/VJRPcRWNay,img/364513528.jpg,France
879256869113655296,Telezmag,friends,295,142,3,166,Mon Jun 26 08:35:48 +0000 2017,https://t.co/4MgqTATqxW,img/879256869113655296.jpg,
40056514,publicsenat,friends,4868,334751,2248,113447,Thu May 14 18:41:08 +0000 2009,https://t.co/jr77Dobev7,img/40056514.jpg,Paris 6?me
15972264,Dreuz_1fo,friends,7200,21877,204,100374,Sun Aug 24 20:16:31 +0000 2008,http://t.co/F2dOMbYtT6,img/15972264.jpg,Berkeley  CA
103853997,magicmaman_com,friends,901,12634,212,19361,Mon Jan 11 13:32:02 +0000 2010,http://t.co/Me0rzPAiH3,img/103853997.jpg,Paris - France
127867119,CRM_CRG,friends,32,4497,96,11261,Tue Mar 30 13:37:39 +0000 2010,http://t.co/B0O8KZibMl,img/127867119.png,
1307113646,placegrenet,friends,335,7114,215,10159,Wed Mar 27 10:20:43 +0000 2013,https://t.co/K4vtb8N4UB,img/1307113646.jpg,Grenoble
521319794,bibamagazine,friends,407,6971,140,26767,Sun Mar 11 13:27:31 +0000 2012,https://t.co/WquC5GREy2,img/521319794.png,Paris  France
372182708,DelorsInstitute,friends,4298,20697,548,15012,Mon Sep 12 09:09:38 +0000 2011,https://t.co/fax40reCah,img/372182708.jpg,Paris
34288851,hoaxbuster,friends,106,12860,337,1191,Wed Apr 22 14:40:58 +0000 2009,https://t.co/djQIp8geDi,img/34288851.jpg,France
804377363085664256,lvslmedia,friends,193,20466,198,4252,Thu Dec 01 17:31:22 +0000 2016,https://t.co/dFikShMAne,img/804377363085664256.jpg,France
81087881,lesteclair,friends,760,11531,369,54924,Fri Oct 09 11:37:27 +0000 2009,https://t.co/NmMiHMY4lH,img/81087881.jpg,Aube (10)
113300666,BelaRuche,friends,5856,55947,452,23263,Thu Feb 11 09:37:10 +0000 2010,http://t.co/BQEbxbNkJD,img/113300666.jpg,Boulogne-Billancourt
361915432,AzurTV_,friends,168,9153,126,11104,Thu Aug 25 15:01:10 +0000 2011,http://t.co/QR0HVlubva,img/361915432.jpg,Alpes-Maritimes et Est Var
