	site	fb	twit	yt_user	yt_url	sc	insta	dm	site_name	id	twit_hyphe	fb_hyphe	pi_hyphe	li_hyphe
82	http://www.economiematin.fr	economiematin	economiematin						Economiematin.fr	205	economiematin	economiematin		
83	http://www.en-bref.fr								En-Bref.fr	214				
84	http://www.eure-agricole.fr	leure-agricole-et-rurale-264392247066712	eureagricole						Eure-Agricole.fr	230	eureagricole	leure-agricole-et-rurale-264392247066712		
85	http://www.footmercato.net	footmercato	footmercato	mercato	https://www.youtube.com/c/mercato				Footmercato.net	254	footmercato	footmercato		
86	http://www.francesoir.fr	francesoir	france_soir						Francesoir.fr	269	france_soir	francesoir		
87	http://www.hautanjou.com	journalhautanjou	hautanjou						Hautanjou.com	304				
88	http://www.haute-saintonge.org								Haute-Saintonge.org	306				
89	http://www.hauteprovenceinfo.com	hauteprovenceinfo?fref=ts	hpinfo						Hauteprovenceinfo.com	309	hpinfo	hauteprovenceinfo		
90	http://www.hbrfrance.fr		hbrfrance						Hbrfrance.fr	312	hbrfrance	hbrfrance		.../harvard-business-review-france
91	http://www.influencia.net	actresponsibleads	influencialemag						Influencia.net	342	influencialemag	influenciatrendmag		
92	http://www.infoetsecret.com		share	infoetsecret.com	https://www.youtube.com/channel/UCH7YKFot_iMAU8ag4UJzsTQ				Infoetsecret.com	347	share			
93	http://www.informaction.info	asso.informaction	_informaction	informaction.info	https://www.youtube.com/channel/UCtWXFE64qiX8k6CUER8zUgA?feature=watch				Informaction.info	350	_informaction	asso.informaction	informaction	.../association-inform-action-2779317a
94	http://www.infos-bordeaux.fr		infosbordeaux						Infos-Bordeaux.fr	353	louvesmatthieu			
95	http://www.ivg.net	ivg-vous-h%c3%a9sitez-venez-en-parler-	ivg_infos						Ivg.net	370	ivg_infos			
96	http://www.jhm.fr	jhautemarne	jhautemarne	jhm.fr	https://www.youtube.com/channel/UCHr3CLFqgzkLqS1cQBwY4eA				Jhm.fr	376	jhautemarne	jhautemarne		
97	http://www.journalzibeline.fr	journalzibeline13	journalzibeline						Journalzibeline.fr	384	journalzibeline	journalzibeline13		
98	http://www.jssnews.com			gallycyborg	https://www.youtube.com/user/gallycyborg				Jssnews.com	385	jssnews			
99	http://www.la-vie-nouvelle.fr	lavienouvelle73	lvn_73						La-Vie-Nouvelle.fr	402	lvn_73	lavienouvelle73		.../la-vie-nouvelle-73
100	http://www.laccentbourguignon.com								Laccentbourguignon.com	406				
101	http://www.laconcorde-hebdo.fr	laconcordehebdo	laconcordehebdo						Laconcorde-Hebdo.fr	408	laconcordehebdo	laconcordehebdo		
102	http://www.ladechedumidi.com								Ladechedumidi.com	409				
103	http://www.ladecroissance.net								Ladecroissance.net	410				
104	http://www.lafranceagricole.fr	lafranceagricole	franceagricole						Lafranceagricole.fr	415	franceagricole	lafranceagricole		
105	http://www.lagazettedemontpellier.fr								Lagazettedemontpellier.fr	417				
106	http://www.lagazettedenimes.fr								Lagazettedenimes.fr	418				
107	http://www.lamarseillaise.fr	lamarseillaise.fr	lamarsweb	lamarseillaise.fr	https://www.youtube.com/channel/UC7tPStufwtQk9-JHoo0TDig				Lamarseillaise.fr	432	lamarsweb	lamarseillaise.fr		.../la-marseillaise
108	http://www.laminedinfos.fr								Laminedinfos.fr	435				
109	http://www.langerienlibre.fr	langerien.libre	lhebdo17						Langerienlibre.fr	438	lhebdo17	langerien.libre		
110	http://www.larevuedupraticien.fr	larevuedupraticien	revuepraticien						Larevuedupraticien.fr	456	revuepraticien	larevuedupraticien		.../la-revue-du-praticien
111	http://www.laruchemedia.com	jaafaryasmina	home	laruchemedia.com	https://www.youtube.com/channel/UCc3CvrLC53TEUdlo-M2HcNw?view_as=subscriber				Laruchemedia.com	459	roxanegoulam1	rose.aji		.../rose-aji-874104b6
112	http://www.lasavoie.fr	hebdomadairelasavoie	lemessagerfr						Lasavoie.fr	462	lemessagerfr	hebdomadairelasavoie		
113	http://www.latribunerepublicaine.fr	latribunerepublicaine	lemessagerfr						Latribunerepublicaine.fr	474	lemessagerfr	latribunerepublicaine		
114	http://www.lavenir-hebdo.fr								Lavenir-Hebdo.fr	478				
115	http://www.lavie.fr	laviefr	laviehebdo	lavie.fr	https://www.youtube.com/channel/UCA5S6hSzDfaQESCk5RjAIiw				Lavie.fr	480	laviehebdo	laviehebdo		
116	http://www.laviecorrezienne.fr	laviecorrezienne							Laviecorrezienne.fr	481		laviecorrezienne		
117	http://www.lcp.fr	lcp	lcp	lcp.fr	https://www.youtube.com/channel/UCHGFbA0KWBgf6gMbyUCZeCQ				Lcp.fr	486	lcp	lcp		
118	http://www.leconfolentais.fr								Leconfolentais.fr	507				
119	http://www.ledailyberet.fr								Ledailyberet.fr	511	search			
120	http://www.lefaucigny.fr								Lefaucigny.fr	519				
121	http://www.legorafi.fr	legorafi?fref=ts	le_gorafi						Legorafi.fr	525	le_gorafi	legorafi		
122	http://www.lejournaldecivray.fr	lejournaldusudvienne							Lejournaldecivray.fr	530		lejournaldusudvienne		
123	http://www.lejournaldumedoc.fr	journaldumedoc	journaldumedoc						Lejournaldumedoc.fr	539	journaldumedoc	journaldumedoc		
124	http://www.lemessager.fr	lemessagerchablais	lemessagerfr						Lemessager.fr	549	lemessagerfr	essorsavoyard.fr		
125	http://www.lemondedesreligions.fr								Lemondedesreligions.fr	551				
126	http://www.lenouvelliste.fr	lenouvellistehebdo							Lenouvelliste.fr	559		lenouvellistehebdo		
127	http://www.leparisien.fr	leparisien	le_parisien	leparisien.fr	https://www.youtube.com/channel/UCfHn_8-ehdem86fEvlFg-Gw				Leparisien.fr	560	le_parisien	leparisien		
128	http://www.lepaysgessien.fr	lepaysgessien	lemessagerfr						Lepaysgessien.fr	562	lemessagerfr	lepaysgessien		
129	http://www.lepelican-journal.com		lepelicansxm	lepelican-journal.com	https://www.youtube.com/channel/UC63FXWBsCRzmKQXXBErpdlw				Lepelican-Journal.com	564	lepelicansxm	pg		
130	http://www.lepique.fr	lepique.fr	lepique						Lepique.fr	569	lepique_fr	lepique.fr		
131	http://www.lequotidien.re	lequotidien	lequotidien	lequotidien.re	https://www.youtube.com/channel/UCdS-FaM3PfBtpPr3yZ6OGHg				Lequotidien.re	580				
132	http://www.leravi.org	leravi.org	leravijournal						Leravi.org	583	leravijournal	leravi.org		
133	http://www.leregional.fr								Leregional.fr	584	intent	sharer		sharearticle ?mini=true&url=https%3a%2f%2fwww.leregional.fr%2ffr%2f&source=https%3a%2f%2fwww.leregional.fr%2ffr%2f
134	http://www.lerepublicainduzes.fr								Lerepublicainduzes.fr	585	intent	lerepublicainduzes		sharearticle ?mini=true&url=https%3a%2f%2fwww.lerepublicainduzes.fr%2ffr%2f&source=https%3a%2f%2fwww.lerepublicainduzes.fr%2ffr%2f
135	http://www.lesaintaffricain.fr								Lesaintaffricain.fr	592				
136	http://www.lesansculotte85.com								Lesansculotte85.com	595				
137	http://www.lessorsavoyard.fr	essorsavoyard.fr	essorsavoyard						Lessorsavoyard.fr	615	essorsavoyard	essorsavoyard.fr		
138	http://www.letarnlibre.com								Letarnlibre.com	617				
139	http://www.letc.fr	le-travailleur-catalan		letc.fr	https://www.youtube.com/channel/UCMtfhovz_SPtzMR9j-Tka7g				Letc.fr	618				
140	http://www.letribunaldunet.fr	letribunaldunet	letribunaldunet						Letribunaldunet.fr	621	letribunaldunet	letribunaldunet		
141	http://www.lhebdo17.fr	lhebdo.decharentemaritime	lhebdo17						Lhebdo17.fr	628	lhebdo17	lhebdo.decharentemaritime		
142	http://www.lm-magazine.com	lm-lets-motiv-nord-belgique	lm_letsmotiv	watch?v=ml42sktjndo&list=pl7yvi9koec_ej6zv8xrg4nwb5_neoqzza	https://www.youtube.com/watch?v=Ml42SKTJNdo&list=PL7YVi9KoEc_eJ6zv8xrG4Nwb5_NeoqZza				Lm-Magazine.com	643	lm_letsmotiv		letsmotivnord	
143	http://www.lunion-cantal.com	lunion-du-cantal-journal-bi-hebdomadaire							Lunion-Cantal.com	655				
144	http://www.lvn.asso.fr	assolvn							Lvn.asso.fr	659		assolvn		
145	http://www.memorialdelisere.fr	memorialdelisere?fref=ts							Memorialdelisere.fr	696		memorialdelisere		
146	http://www.mespropresrecherches.com		proprerecherche						Mespropresrecherches.com	699	proprerecherche			
147	http://www.meteofrance.com	meteofrance	vigimeteofrance	meteofrance.com	https://www.youtube.com/channel/UCnBToLuuyq7Qn5j7e5BRhaw				Meteofrance.com	701	vigimeteofrance	meteofrance		
148	http://www.minute-hebdo.fr								Minute-Hebdo.fr	706	minutehebdo	minute.hebdo		
149	http://www.montelimar-news.fr								Montelimar-News.fr	713				
150	http://www.non-stop-politique.fr	nonstoppolitique	nonspolitique						Non-Stop-Politique.fr	732	nonspolitique	nonstoppolitique		
151	http://www.nordactu.fr								Nordactu.fr	733				
152	http://www.nordeclair.fr								Nordeclair.fr	734				
153	http://www.noutous.fr		noutous40	watch?v=mkku9qmzbkm	https://www.youtube.com/watch?v=mKKU9QMzBKM				Noutous.fr	740	cyberacteurs	surfrider.sudlandes		
154	http://www.nouveaujourj.fr	le-nouveau-jour-j-njj		lenouveaujourj?feature=watch	http://www.youtube.com/user/LeNouveauJourJ?feature=watch				Nouveaujourj.fr	742		jaime.lecinema.31		
155	http://www.oise-agricole.fr	fdsea.oise?fref=ts	fdseaoise						Oise-Agricole.fr	759	fdseaoise	fdsea.oise		
156	http://www.oisehebdo.fr	oisehebdo	oisehebdo						Oisehebdo.fr	760	oisehebdo	oisehebdo		
157	http://www.onzemondial.com	onzemondial	onzemondial						Onzemondial.com	762	onzemondial	onzemondial		
158	http://www.opex360.com	zonemilitaire	zonemilitaire						Opex360.com	763	zonemilitaire	zonemilitaire		
159	http://www.paysantarnais.com	le-paysan-tarnais	paysan_tarnais						Paysantarnais.com	785				
160	http://www.penserlibrement.fr								Penserlibrement.fr	788				
161	http://www.pluxactu.com		share						Pluxactu.com	799	share			
162	http://www.premiere.fr	premierefr	premierefr						Premiere.fr	810	intent	premierefr		
163	http://www.presse-agricole.net								Presse-Agricole.net	812				
164	http://www.radio-gresivaudan.org								Radio-Gresivaudan.org	834				
165	http://www.radiogrenouille.com		radiogrenouille						Radiogrenouille.com	837	radiogrenouille	radiogrenouille		
166	http://www.regards.fr	regards.fr	regards_fr						Regards.fr	849	regards_fr	regards.fr		
167	http://www.remede.org	remede.org	remede_org						Remede.org	852	remede_org	remede.org		.../15249792
168	http://www.reopen911.info	group.php?gid=26665320896	reopen911_info						Reopen911.info	855	reopen911_info	reopen911		
169	http://www.reponseatout.com	reponseatout	reponseatout						Reponseatout.com	857	reponseatout	reponseatout		
170	http://www.rfi.fr								Rfi.fr	877				
171	http://www.samizdat.net								Samizdat.net	897				
172	http://www.sans-transition-magazine.info	festival-de-la-tomate-montpellier-clapiers-108327319...		sans-transition-magazine.info	https://www.youtube.com/channel/UC9o_ykB2t-9KYCMin5MewvA				Sans-Transition-Magazine.info	898				
173	http://www.sante-et-travail.fr		fdesriaux						Sante-Et-Travail.fr	900	fdesriaux			
174	http://www.scienceinfo.fr		scienceinf0						Scienceinfo.fr	910	scienceinf0	scienceinfo-196287144048288		
175	http://www.semeur.com	lesemeur.hebdo							Semeur.com	916		lesemeur.hebdo		
176	http://www.snj.fr		snj_national						Snj.fr	922	snj_national	snj-263881527012377		.../snj-rue-du-louvre-46290924
177	http://www.socialter.fr								Socialter.fr	923	socialter	socialter		
178	http://www.strategies.fr	strategies.fr	strategies1						Strategies.fr	935	strategies1	strategies.fr		
179	http://www.talents.fr								Talents.fr	943				
180	http://www.tebesud.bzh	tebesud	tebesud						Tebesud.bzh	948	tebesud	tebesud		
181	http://www.terrevivante.org	terre-vivante							Terrevivante.org	964			terrevivante	
182	http://www.topito.com	topito-136164895246	topito_com	topitotv	https://www.youtube.com/user/TopitoTV				Topito.com	971	topito_com	topito-136164895246		
183	http://www.transrural-initiatives.org								Transrural-Initiatives.org	981				
184	http://www.tv5monde.com								Tv5monde.com	990	tv5monde	tv5mondeofficiel		
185	http://www.tvtours.fr	tvtours	tvtours						Tvtours.fr	993	tvtours	tvtours		.../tv-tours
186	http://www.union-agricole.fr	unionagricole76	unionagricole76						Union-Agricole.fr	996	unionagricole76	unionagricole76		
187	http://www.union-paysanne.com								Union-Paysanne.com	997				
188	http://www.vaucluse-hebdo.fr								Vaucluse-Hebdo.fr	1006	intent	sharer		sharearticle ?mini=true&url=https%3a%2f%2fwww.vaucluse-hebdo.fr%2ffr%2f&source=https%3a%2f%2fwww.vaucluse-hebdo.fr%2ffr%2f
189	http://www.ville-albert.fr								Ville-Albert.fr	1012				
190	http://www.wikistrike.com								Wikistrike.com	1027				
191	http://www.zoomdici.fr	zoomdici.fr	tl7zoomdici						Zoomdici.fr	1041				
192	http://yagg.com								Yagg.com	1029				
193	http://youpress.fr	you.press.524	mediapart	watch?v=ohozvl5r3wk&feature=youtu.be	https://www.youtube.com/watch?v=OhOZvL5R3Wk&feature=youtu.be				Youpress.fr	1031	youpress	you.press.524		
194	http://zet-ethique.fr	zet-ethique-métacritique-2228958444033275							Zet-Ethique.fr	1035		zet-ethique-m%c3%a9tacritique-2228958444033275		
195	https://24heuresactu.com	24h-actu-2280364008712854	24heures_actu						24heuresactu.com	9	24heures_actu	24h-actu-2280364008712854		
196	https://8e-etage.fr	8e.etage	8e_etage						8e-Etage.fr	18	8e_etage	8e.etage		
197	https://94.citoyens.com	actu.94.citoyens	94citoyens	94.citoyens.com	https://www.youtube.com/channel/UCS4dH_EyRsyLI9HZc5aXvSA				94.Citoyens.com	141	94citoyens	actu.94.citoyens		.../94citoyens
198	https://a-louest.info								A-Louest.info	20				
199	https://actu.fr	actu.fr	actufr						Actu.fr	29	actufr	actu.fr		
200	https://actu.nc	ancorathemes	ancora_themes						Actu.nc	26	actunc_officiel	ancorathemes		
201	https://actu.orange.fr								actu.Orange.fr	764				
202	https://agglo.tv	agglo.tv	agglotv						Agglo.tv	33	agglotv	agglo.tv		
203	https://alimentation-generale.fr	alimentationgnr	alimentationgnr	alimentationgenerale1	https://www.youtube.com/c/alimentationgenerale1				Alimentation-Generale.fr	48	lmds_fc	alimentationgnr		.../alimentation-generale-plateforme-des-cultures-du-gout
204	https://antipresse.net	antipresse	antipresse_net						Antipresse.net	51	antipresse_net	antipresse		
205	https://aoc.media	analyse.opinion.critique	aoc_media						Aoc.media	53	aoc_media	analyse.opinion.critique		
206	https://arcturius.org	michel.arcturius	michelarcturius	passeurs/videos	https://www.youtube.com/user/passeurs/videos				Arcturius.org	56	michelarcturius	michel.arcturius		
207	https://arretsurinfo.ch								Arretsurinfo.ch	58	arretsurinfo	arretsurinfo		
208	https://attac.org								Attac.org	63				
209	https://basse-chaine.info								Basse-Chaine.info	75				
210	https://biotechinfo.fr								Biotechinfo.fr	86	institutpasteur			
211	https://borislelay.com								Borislelay.com	89				
212	https://boucherie-ovalie.org	boucherieovalie	boucherieovalie	boucherieovalie	https://www.youtube.com/user/BoucherieOvalie				Boucherie-Ovalie.org	90	boucherieovalie	boucherieovalie		
213	https://bourrasque-info.org								Bourrasque-Info.org	93				
214	https://breizatao.com								Breizatao.com	96				
215	https://buzzly.fr	buzzly.fr							Buzzly.fr	109		buzzly.fr		
216	https://cafebabel.com/fr	cafebabelfrance	cafebabel_fr	cafebabel.com_fr	https://www.youtube.com/channel/UCKanXxqYDt3vmz89Ig6RqBg				Cafebabel.com /fr	114	cafebabel_fr	cafebabelfrance		.../cafebabel-com
217	https://campus.la-croix.com	lacroixcampus							campus.La-Croix.com	398		lacroixcampus		
218	https://ccm.net		ccmnet						Ccm.net	125	ccmnet	ccm.us		
219	https://charliehebdo.fr	charliehebdoofficiel	charlie_hebdo_	charliehebdo.fr	https://www.youtube.com/channel/UCaxylD_2weUMc95cJIWK9Nw				Charliehebdo.fr	135	charlie_hebdo_	charliehebdoofficiel		
220	https://chut.media	chutmagazine	chut_magazine	chut.media	https://www.youtube.com/channel/UCG_Xuu-U0HOpYSvWloAHwSQ/featured				Chut.media	140	chut_magazine	chutmagazine		.../chut-mag
221	https://clara-magazine.fr		clara_magazine						Clara-Magazine.fr	144	clara_magazine			
222	https://coeursdathletes.fr			coeursdathletes.fr	https://www.youtube.com/channel/UCjW0t60bMZ1fJcpD90vAoDQ				Coeursdathletes.fr	148				.../africa-top-sports-christian-person-b554865a
223	https://cric-grenoble.info								Cric-Grenoble.info	173				
224	https://desarmons.net	desarmons2012	desarmons_les						Desarmons.net	179	desarmons_les	desarmons2012		
225	https://dieudosphere.com	dieudonneofficiel	mbaladieudo	iamdieudo4	https://www.youtube.com/user/iamdieudo4				Dieudosphere.com	182	mbaladieudo	dieudonneofficiel		
226	https://dijoncter.info								Dijoncter.info	185				
227	https://dis-leur.fr	disleuroccitanie	dis_leur						Dis-Leur.fr	189	dis_leur	disleuroccitanie		
228	https://disclose.ngo								Disclose.ngo	192				
229	https://docteurimago.fr	docteurimago	docteurimago						Docteurimago.fr	194	docteurimago	docteurimago		
230	https://dystopeek.fr								Dystopeek.fr	197	chaologue			
231	https://echo-ouest.fr								Echo-Ouest.fr	202				
232	https://el-manchar.com								El-Manchar.com	211				
233	https://epinalinfos.fr	jevoislavieenvosges	vosgesinfo88	epinalinfos.fr	https://www.youtube.com/channel/UCtvWBTfXM-JNSZHr-OM72zA				Epinalinfos.fr	224	vosgesinfo88	epinalinfos		
234	https://esprit.presse.fr	revueesprit	revueesprit	esprit.presse.fr	https://www.youtube.com/channel/UCO1Iw3dR5aj3jA6tabsGPOw?sub_confirmation=1				Esprit.presse.fr	226	revueesprit	revueesprit		
235	https://expansive.info	expansive.infos	expansiveinfo						Expansive.info	236	expansiveinfo	expansive.infos		
236	https://fr.aleteia.org	aleteiafr	aleteiafr	aleteiafr	https://www.youtube.com/aleteiafr				fr.Aleteia.org	45	aleteiafr	aleteiafr		
237	https://fr.mediamass.net		search?q=mediamass						fr.Mediamass.net	688	search			
238	https://fr.novopress.info		novopress						fr.Novopress.info	748	novopress			
239	https://fr.reuters.com								fr.Reuters.com	866				
240	https://fr.sott.net	les-signes-des-temps		playlist?list=plykdwmrdyhh_qsitej8_jdkwrkxuxnivi	https://www.youtube.com/playlist?list=PLyKDWmrDyHH_QsIteJ8_jdKWrkxuxNiVI				fr.Sott.net	926	sottnetfr	les-signes-des-temps-118351234846124		
241	https://fr.sputniknews.com		sputnik_fr	fr.sputniknews.com	https://youtube.com/channel/UCqwac9xog45LRWMvufXs3hA				fr.Sputniknews.com	933	sputnik_fr	sputnik.france		
242	https://fr.yahoo.com								fr.Yahoo.com	1030				
243	https://francais.rt.com	rt-france	rtenfrancais	rtenfrancais	http://www.youtube.com/user/rtenfrancais				francais.Rt.com	885	rtenfrancais			
